form,tags
balochâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
balochât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
balochâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
balochèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
baloché,"['participle', 'past']"
balochée,"['feminine', 'singular']"
balochées,"['feminine', 'plural']"
balochés,"['masculine', 'plural']"
balota,"['historic', 'indicative', 'past', 'singular', 'third-person']"
balotai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
balotaient,"['imperfect', 'indicative', 'plural', 'third-person']"
balotais,"['imperfect', 'indicative', 'second-person', 'singular']"
balotais,"['first-person', 'imperfect', 'indicative', 'singular']"
balotait,"['imperfect', 'indicative', 'singular', 'third-person']"
balotant,"['gerund', 'participle', 'present']"
balotas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
balotasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
balotassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
balotasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
balotassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
balotassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
balotbalot,
balote,"['first-person', 'indicative', 'present', 'singular']"
balote,"['imperative', 'second-person', 'singular']"
balote,"['present', 'singular', 'subjunctive', 'third-person']"
balote,"['first-person', 'present', 'singular', 'subjunctive']"
balote,"['indicative', 'present', 'singular', 'third-person']"
balotent,"['plural', 'present', 'subjunctive', 'third-person']"
balotent,"['indicative', 'plural', 'present', 'third-person']"
baloter,['infinitive']
balotera,"['future', 'indicative', 'singular', 'third-person']"
baloterai,"['first-person', 'future', 'indicative', 'singular']"
baloteraient,"['conditional', 'plural', 'third-person']"
baloterais,"['conditional', 'second-person', 'singular']"
baloterais,"['conditional', 'first-person', 'singular']"
baloterait,"['conditional', 'singular', 'third-person']"
baloteras,"['future', 'indicative', 'second-person', 'singular']"
baloterbalot,
baloterez,"['future', 'indicative', 'plural', 'second-person']"
baloteriez,"['conditional', 'plural', 'second-person']"
baloterions,"['conditional', 'first-person', 'plural']"
baloterons,"['first-person', 'future', 'indicative', 'plural']"
baloteront,"['future', 'indicative', 'plural', 'third-person']"
balotes,"['present', 'second-person', 'singular', 'subjunctive']"
balotes,"['indicative', 'present', 'second-person', 'singular']"
balotez,"['imperative', 'plural', 'second-person']"
balotez,"['indicative', 'plural', 'present', 'second-person']"
balotiez,"['imperfect', 'indicative', 'plural', 'second-person']"
balotiez,"['plural', 'present', 'second-person', 'subjunctive']"
balotions,"['first-person', 'plural', 'present', 'subjunctive']"
balotions,"['first-person', 'imperfect', 'indicative', 'plural']"
balotons,"['first-person', 'indicative', 'plural', 'present']"
balotons,"['first-person', 'imperative', 'plural']"
balotâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
balotât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
balotâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
balotèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
baloté,"['participle', 'past']"
balotée,"['feminine', 'singular']"
balotées,"['feminine', 'plural']"
balotés,"['masculine', 'plural']"
balustra,"['historic', 'indicative', 'past', 'singular', 'third-person']"
balustrai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
balustraient,"['imperfect', 'indicative', 'plural', 'third-person']"
balustrais,"['imperfect', 'indicative', 'second-person', 'singular']"
balustrais,"['first-person', 'imperfect', 'indicative', 'singular']"
balustrait,"['imperfect', 'indicative', 'singular', 'third-person']"
balustrant,"['gerund', 'participle', 'present']"
balustras,"['historic', 'indicative', 'past', 'second-person', 'singular']"
balustrasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
balustrassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
balustrasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
balustrassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
balustrassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
balustre,"['first-person', 'present', 'singular', 'subjunctive']"
balustre,"['imperative', 'second-person', 'singular']"
balustre,"['indicative', 'present', 'singular', 'third-person']"
balustre,"['first-person', 'indicative', 'present', 'singular']"
balustre,"['present', 'singular', 'subjunctive', 'third-person']"
balustrent,"['indicative', 'plural', 'present', 'third-person']"
balustrent,"['plural', 'present', 'subjunctive', 'third-person']"
balustrer,['infinitive']
balustrera,"['future', 'indicative', 'singular', 'third-person']"
balustrerai,"['first-person', 'future', 'indicative', 'singular']"
balustreraient,"['conditional', 'plural', 'third-person']"
balustrerais,"['conditional', 'first-person', 'singular']"
balustrerais,"['conditional', 'second-person', 'singular']"
balustrerait,"['conditional', 'singular', 'third-person']"
balustreras,"['future', 'indicative', 'second-person', 'singular']"
balustrerez,"['future', 'indicative', 'plural', 'second-person']"
balustreriez,"['conditional', 'plural', 'second-person']"
balustrerions,"['conditional', 'first-person', 'plural']"
balustrerons,"['first-person', 'future', 'indicative', 'plural']"
balustreront,"['future', 'indicative', 'plural', 'third-person']"
balustres,"['present', 'second-person', 'singular', 'subjunctive']"
balustres,"['indicative', 'present', 'second-person', 'singular']"
balustrez,"['imperative', 'plural', 'second-person']"
balustrez,"['indicative', 'plural', 'present', 'second-person']"
balustriez,"['imperfect', 'indicative', 'plural', 'second-person']"
balustriez,"['plural', 'present', 'second-person', 'subjunctive']"
balustrions,"['first-person', 'plural', 'present', 'subjunctive']"
balustrions,"['first-person', 'imperfect', 'indicative', 'plural']"
balustrons,"['first-person', 'indicative', 'plural', 'present']"
balustrons,"['first-person', 'imperative', 'plural']"
balustrâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
balustrât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
balustrâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
balustrèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
balustré,"['participle', 'past']"
balustrée,"['feminine', 'singular']"
balustrées,"['feminine', 'plural']"
balustrés,"['masculine', 'plural']"
bambocha,"['historic', 'indicative', 'past', 'singular', 'third-person']"
bambochai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
bambochaient,"['imperfect', 'indicative', 'plural', 'third-person']"
bambochais,"['first-person', 'imperfect', 'indicative', 'singular']"
bambochais,"['imperfect', 'indicative', 'second-person', 'singular']"
bambochait,"['imperfect', 'indicative', 'singular', 'third-person']"
bambochant,"['gerund', 'participle', 'present']"
bambochas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
bambochasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
bambochassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
bambochasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
bambochassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
bambochassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
bamboche,"['indicative', 'present', 'singular', 'third-person']"
bamboche,"['first-person', 'present', 'singular', 'subjunctive']"
bamboche,"['present', 'singular', 'subjunctive', 'third-person']"
bamboche,"['imperative', 'second-person', 'singular']"
bamboche,"['first-person', 'indicative', 'present', 'singular']"
bambochent,"['indicative', 'plural', 'present', 'third-person']"
bambochent,"['plural', 'present', 'subjunctive', 'third-person']"
bambocher,['infinitive']
bambochera,"['future', 'indicative', 'singular', 'third-person']"
bambocherai,"['first-person', 'future', 'indicative', 'singular']"
bambocheraient,"['conditional', 'plural', 'third-person']"
bambocherais,"['conditional', 'first-person', 'singular']"
bambocherais,"['conditional', 'second-person', 'singular']"
bambocherait,"['conditional', 'singular', 'third-person']"
bambocheras,"['future', 'indicative', 'second-person', 'singular']"
bambocherez,"['future', 'indicative', 'plural', 'second-person']"
bambocheriez,"['conditional', 'plural', 'second-person']"
bambocherions,"['conditional', 'first-person', 'plural']"
bambocherons,"['first-person', 'future', 'indicative', 'plural']"
bambocheront,"['future', 'indicative', 'plural', 'third-person']"
bamboches,"['indicative', 'present', 'second-person', 'singular']"
bamboches,"['present', 'second-person', 'singular', 'subjunctive']"
bambochez,"['indicative', 'plural', 'present', 'second-person']"
bambochez,"['imperative', 'plural', 'second-person']"
bambochiez,"['plural', 'present', 'second-person', 'subjunctive']"
bambochiez,"['imperfect', 'indicative', 'plural', 'second-person']"
bambochions,"['first-person', 'plural', 'present', 'subjunctive']"
bambochions,"['first-person', 'imperfect', 'indicative', 'plural']"
bambochons,"['first-person', 'indicative', 'plural', 'present']"
bambochons,"['first-person', 'imperative', 'plural']"
bambochâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
bambochât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
bambochâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
bambochèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
bamboché,"['participle', 'past']"
bambochée,"['feminine', 'singular']"
bambochées,"['feminine', 'plural']"
bambochés,"['masculine', 'plural']"
banalisa,"['historic', 'indicative', 'past', 'singular', 'third-person']"
banalisai,"['first-person', 'historic', 'indicative', 'past', 'singular']"
banalisaient,"['imperfect', 'indicative', 'plural', 'third-person']"
banalisais,"['imperfect', 'indicative', 'second-person', 'singular']"
banalisais,"['first-person', 'imperfect', 'indicative', 'singular']"
banalisait,"['imperfect', 'indicative', 'singular', 'third-person']"
banalisant,"['gerund', 'participle', 'present']"
banalisas,"['historic', 'indicative', 'past', 'second-person', 'singular']"
banalisasse,"['first-person', 'imperfect', 'singular', 'subjunctive']"
banalisassent,"['imperfect', 'plural', 'subjunctive', 'third-person']"
banalisasses,"['imperfect', 'second-person', 'singular', 'subjunctive']"
banalisassiez,"['imperfect', 'plural', 'second-person', 'subjunctive']"
banalisassions,"['first-person', 'imperfect', 'plural', 'subjunctive']"
banalise,"['present', 'singular', 'subjunctive', 'third-person']"
banalise,"['first-person', 'indicative', 'present', 'singular']"
banalise,"['imperative', 'second-person', 'singular']"
banalise,"['indicative', 'present', 'singular', 'third-person']"
banalise,"['first-person', 'present', 'singular', 'subjunctive']"
banalisent,"['plural', 'present', 'subjunctive', 'third-person']"
banalisent,"['indicative', 'plural', 'present', 'third-person']"
banaliser,['infinitive']
banalisera,"['future', 'indicative', 'singular', 'third-person']"
banaliserai,"['first-person', 'future', 'indicative', 'singular']"
banaliseraient,"['conditional', 'plural', 'third-person']"
banaliserais,"['conditional', 'first-person', 'singular']"
banaliserais,"['conditional', 'second-person', 'singular']"
banaliserait,"['conditional', 'singular', 'third-person']"
banaliseras,"['future', 'indicative', 'second-person', 'singular']"
banaliserez,"['future', 'indicative', 'plural', 'second-person']"
banaliseriez,"['conditional', 'plural', 'second-person']"
banaliserions,"['conditional', 'first-person', 'plural']"
banaliserons,"['first-person', 'future', 'indicative', 'plural']"
banaliseront,"['future', 'indicative', 'plural', 'third-person']"
banalises,"['present', 'second-person', 'singular', 'subjunctive']"
banalises,"['indicative', 'present', 'second-person', 'singular']"
banalisez,"['imperative', 'plural', 'second-person']"
banalisez,"['indicative', 'plural', 'present', 'second-person']"
banalisiez,"['plural', 'present', 'second-person', 'subjunctive']"
banalisiez,"['imperfect', 'indicative', 'plural', 'second-person']"
banalisions,"['first-person', 'plural', 'present', 'subjunctive']"
banalisions,"['first-person', 'imperfect', 'indicative', 'plural']"
banalisons,"['first-person', 'imperative', 'plural']"
banalisons,"['first-person', 'indicative', 'plural', 'present']"
banalisâmes,"['first-person', 'historic', 'indicative', 'past', 'plural']"
banalisât,"['imperfect', 'singular', 'subjunctive', 'third-person']"
banalisâtes,"['historic', 'indicative', 'past', 'plural', 'second-person']"
banalisèrent,"['historic', 'indicative', 'past', 'plural', 'third-person']"
banalisé,"['participle', 'past']"
banalisée,"['feminine', 'singular']"
banalisées,"['feminine', 'plural']"
banalisés,"['masculine', 'plural']"
banana,
bananai,
bananaient,
bananais,
bananait,
bananant,
bananas,
bananasse,
bananassent,
bananasses,
bananassiez,
bananassions,
banane-toi,"['imperative', 'reflexive', 'second-person', 'singular']"
bananent,
bananer,
bananera,
bananerai,
bananeraient,
bananerais,
bananerait,
bananeras,
bananerez,
bananeriez,
bananerions,
bananerons,
bananeront,
bananez,
bananez-vous,"['imperative', 'plural', 'reflexive', 'second-person']"
bananiez,
bananions,
bananons,
bananons-nous,"['first-person', 'imperative', 'plural', 'reflexive']"
